content,toxic,source
可恶，学到了对线技巧丢人现眼了,1,ToxiCN
说实话，光靠签到升级太慢了。所以我就复制了这段话遇贴就回一次最少也得15经验值而且还能保证你的帖子不沉最重要的是可以和楼主混个眼熟,0,ToxiCN
中国大概2016年取消了入境艾滋病检查，南非的艾滋病病毒携带者高达25%，这还是黑非洲经济最好国家，其他的。😆😆你仔细想想。,1,ToxiCN
这个问题应该是讨论破产姐妹对亚裔的歧视问题，结果你实力侮辱了一番中国女性，不知道你是咋想的,1,CHSD
你在劳资回复犯贱干什么,1,ToxiCN
普信男是什么意思啊,0,ToxiCN
无论中外，男人的追求就是 白用 你让他白用了 easygirl骂你三天三夜！你不让白用 高级鸡！骂你三天三夜！你不让用 诈骗！叫警察抓起来！,0,CHSD
韬毒无解，我真男看完去补完闪爸就不行了，好细腻的人，和外表反差大，好苏，现在已经魔障了总想去演唱会,0,CHSD
可以肯定，不像是人,1,ToxiCN
事实上春晚歧视黑人的小品国人也是骂的最响的,1,CHSD
哟原来是中国急尼斯分部。失敬🙂,0,ToxiCN
想着前女友的男人还跟女友说就是这个心里，垃圾,0,CHSD
因为答主认为有一个河南人偷井盖，整个河南省就都偷井盖,1,CHSD
笑正常人是猪，散播同性恋美西意识不良风气，校方不会轻判,1,ToxiCN
这只能伤害到种族歧视者。 很多中国人歧视黑人的理由之一就是：他们只是反对歧视黑人，不反对种族歧视。 但这很多中国人里，又何尝不是只反对歧视中国人，不反对种族歧视呢。,1,CHSD
现在已经比较公正了，其实抛开歧视不谈，本来就是男女有别啊，男性多数体质好理科思维突出，女性多数体质弱细腻感性。,0,CHSD
我是湖北襄阳人，，婊子养的 是口头禅我是真的恶心，自己本省都受不了，武汉人素质差还用黑吗？,1,CHSD
我亲眼见过，在学校旁边的taco店，一个女士和她的黑人男朋友。女生好像英语都不太熟，两人不停地用手机上的字交流。女生还经常蹭黑人，主动把他手放到自己脸上蹭。期间可能因为黑人中文不好，所以找服务员拿东西这种事情都是女生去做。真事，半句假话我自杀。不想说别的，就像问问语言都不通，有啥其他魅力让这个黑人击败了国内的舔狗。,1,ToxiCN
跟你有相同经历，考的上海某985牛逼专业，还是二战，复试被刷，离上一个被录取差1.6分，第二天早上绝望的给本校（上海某双非）打电话，老师让我去面试，然后和小伙伴抱头痛哭一早上。结果下午第一志愿打电话来说我被补录了，我当时就腿软蹲马路边上了,0,CHSD
山西哪个大学,0,CHSD
这个男的太过分了，讲道理出言讲道理批评够了，这样打太狠了,0,CHSD
这高考中考一结束，我收到的评论和赞突然多了。😅,0,ToxiCN
合着您这碰到外地人都是素质差的，上海本地没有素质差的吗,1,CHSD
太中肯了。现在公司好多印度人，每天吵架一样，语速超快，效率奇低。无语了。,1,CHSD
先假装支持他们，然后把他们聚集起来，再集体火化,0,CHSD
张口闭口嫁过去当保姆，实际上做个番茄炒蛋都不会,1,ToxiCN
从母人到都市丽人？,1,ToxiCN
我倒是希望舔狗和龟男多一点，如果没有他们的软弱，怎么体现觉醒的进步呢。我这个人还是自私一点的，我还是认为雄竞大于教育。如果他能觉醒，自然是战友兄弟，如果不能的话，那就让他被榨干被抛弃喽。修身齐家，同情别人的前提是自己做好,1,ToxiCN
空口吹屌谁不会，反正也没有证据,1,ToxiCN
冲了这个医生,0,ToxiCN
你们同性恋不包容反同可以拉黑对方龟缩在家里不见人见光就可以了，你们同性恋不需要来这个吧，有拉黑功能可以让你们逃避现实活在自己的世界里。同性恋太丢脸太恶心了一定要拉黑回避正常人。反同是正常的逃不逃避拉不拉黑你们也是正常的但你们同性恋是不正常的不能见人见光所以需要拉黑我们反同才能逃避现实活在自己的世界里。,1,ToxiCN
不怕查户口不怕差水表，印度人才是真正的低等名族,1,CHSD
以前还对性别对立感触不是很大，可是最近几则新闻下面的评论着实把我看吐了。,0,CHSD
地域歧视很普遍，但在现在的大环境下，表现出来的比较少见，不然怎么能上新闻呢？,1,CHSD
因为河南人名声不好。就跟我们莆田系医院一样。哎……为什么不接受？但反有人说出真话，就挨骂？？就开始很多人说什么地域黑地域歧视，黑个毛线歧视个屁，事实能接受不？,1,CHSD
黑人是弱势群体是我听到的又一个笑话,1,ToxiCN
在印度人里还是比较帅了，就是放到中国来 也是实力+偶像派（也算帅的吧）,0,CHSD
就是天生心眼坏，恶毒的女人！,1,CHSD
在咱这边可以骂黑人，骂女权主义者，但是不能骂土鳖！～,1,CHSD
幕刃智商堪忧，整容一劳永逸，化妆到妈不认，约炮可以，长时间哪个男人受得了？,1,ToxiCN
他不是刚刚还在发吗迟早被你们笑晕,0,ToxiCN
我是毛的水军，坐标广州白云，建筑设计工作。林心如作为土生土长的台湾人，喜欢台湾更符合常理啊。不要上来就骂人，正常辩论干嘛要动怒？平台只是平台，和人一样，生来平等，无分贵贱。,0,CHSD
搞自己人可以，搞外国人不行咯。上海房价炒的起来，外国房价炒不起来咯。,0,CHSD
哈哈哈你是他黑粉吧 我一眼就看出来你故意黑人家的 我看前面点赞高的都没人李易峰 说明人家没人设啊 你硬加的人设真的恶心,0,CHSD
男权是成不了气候的，反女权倒有可能，想要崛起还得让女权把舔狗龟男打的退无可退，事实就是男理中客舔狗龟男一抓一大把,1,ToxiCN
"把女人肚子搞大就跑路的黑人到处都是，如何解释?,是祖上八辈当个奴隶吗?",1,CHSD
愿闻其详。求数据,0,ToxiCN
逆反就逆反呗，毁灭的是她们，而我们就坐看笑话。😎,1,ToxiCN
引入黑人，只会引发黑命贵运动，引起激烈的种族冲突。犹太人凯乐奇计划就是要中国引入其他种族，制造新的种族，灭绝中华民族、中华文化。,1,ToxiCN
剪辑用pr就行，还可以结合ae来使用。pr还有很多插件可以用非常方便。如果想学习短视频的制作技巧可以去微博或者优酷看黑人文旭的视频课，他们有一个《短视频研习室》专门教做短视频,0,CHSD
惯的，用电炮和飞脚跟女人沟通，你会发现她们变得很讲理,1,ToxiCN
哈哈，但凡了解点美国高等教育录取的美国人，都清楚藤校（其实也不止藤校了）录取对亚裔来说难度很大。哪个国家大学录取分数线对少数族裔反而要提分的？美国就是。,0,CHSD
不是黑人，但是就你这情况今年百大UP应该是有了，如果你是黑人同时还被种族歧视被校园暴力家庭暴力，今年百大冲进前十肯定是轻松，前三也可以争一争。（手动狗头）,1,CHSD
只能说我活了这么多年，在世界各地的经历中，唯三的被歧视，一次在日本东京，一次在印尼巴厘岛，一次在柬埔寨暹粒。,1,CHSD
歧视黑人？不，我从没正眼看过任何与我肤色不同的人的，非我族类，其心必异。,1,CHSD
你们有没有发现，女拳和特朗普大统领很像呢？,0,CHSD
豹女 盲森,0,CHSD
之前还有人想挑战书豪...就因为他是黄种人。,0,CHSD
人家就读错个子，你意见都那么大，你想想为什么那么多人黑河南了吧,1,ToxiCN
其实四川人这样说话不是在骂人,0,CHSD
其实我发的那个网站不是啥回答，只是个诱导获取你ip地址的网站。现在我已经定位到你的真理地址了。浙江富阳是不是哈哈哈 别担心大哥，我只是在测试功能而已，看看小程序能不能运行。,0,CHSD
印度人民要毛选，有了毛选，心里暖,0,CHSD
女生要求高唉?,0,ToxiCN
嘻嘻，其实都是中国人啦，主要是现在的少数民族用自己的姓太少了，感觉都没有自己的特色了,0,CHSD
都是些反华组织，可就是架不住有人会去听,0,ToxiCN
蛮吓人的，就生活在杭州也没有见过这种恐怖的父母[捂脸][捂脸][捂脸]不过农村的确是重男轻女会多一些。,1,CHSD
我支持的是恋爱自由，我的话确实歧义挺大的😓,0,ToxiCN
所以你到底指的性骚扰是什么呢？看算吗？（那女生看男生怎么算？），这个世界是不是只有女生可以欣赏男生的 ，男生就不能多瞟一眼女生？所以说这就是女生的特权吗？,1,CHSD
你要坚持自己的想法，因为我也觉得同性恋很恶心，永远都不可能改变，太恶心了,1,ToxiCN
能找到一个你这样的男朋友真好,0,CHSD
坏男孩的吸引力没看出来，只看得出来长得帅的有吸引力，但那和成绩没啥关系,0,CHSD
哈哈哈哈 我听黄阿丽的脱口秀说和亚裔男做就像和海豚做一样 黑鱼虎鲸在床上游 又像坐滑梯[捂脸],0,CHSD
我他妈就是歧视黑人啦怎么滴吧，老祖宗打下的江山，给他们黑人住？？我怎么没交过我们男人，去他们国家，他们女人倒贴啊？就崇洋媚外呗，还能说什么？大部分国人，自己国家优点没学到，,1,CHSD
太同意了，男的瘦成那样真心恶心,1,CHSD
也有不错的黑人rap，比如最近过的Humble，mv也挺不错，推荐推荐～,0,CHSD
我是男性，我反对GBT，并从心底感到厌恶。,0,CHSD
没办法我天生的改不了,0,ToxiCN
没有人祖籍东北，东北人祖籍都是山东河北那边的,0,ToxiCN
异性恋真的完完全全是正常的吗？,0,CHSD
我和你结婚我不查你信息的？😆😆,0,ToxiCN
河南的出租 四川的鸡 xx的扫垃圾,1,CHSD
说重点，艾滋病，要你命,1,ToxiCN
“我就歧视黑人了，有错吗” 我的天啊这还没有错,1,CHSD
楼主作为早期人士。目标都是一样的。,0,ToxiCN
一看就是个抠脚大汉,1,ToxiCN
地域歧视其实就是没有什么好炫耀的，只能炫耀自己的出生地了。,1,CHSD
"拿这一套耍赖，黑人的一切诉求，就是为了方便自己,违法,犯罪",1,CHSD
妇女权益保障法修改征询，大家去提意见吧，我已经提了。对于那些说提了也没用的，我只想说，有没有用是人大的事，提不提是你的事，如果自己都放弃了，凭什么别人会为争取？自己都看不起自己的人，以后也别抱怨国家没有保障你的权益，因为你不配！另外，不排除有女的故意这么说，让你放弃争取自己权益的机会！,1,ToxiCN
女拳们说教师招聘性别歧视，可去当体育老师男生竞争比女生大多了，它们怎么不去[大笑],1,CHSD
真相了，任何一个警察都不会以杀人为乐，美国黑人真是会装，会闹，,1,CHSD
p的都没人形了,1,ToxiCN
你想要的答案是不是：女生普遍学霸，男生普遍是学渣？,1,CHSD
便利店950一个小时，找个清静的店，不用搬什么货，你是中国人，如果没有印度人或者越南人很多事情都会要你做，不过都在职责范围内。每天上五六个小时，一个月上20天，就十多万了(´･_･`) 还能天天给女朋友做咖啡,0,CHSD
一个女性。 毕业后找工作，遭遇性别歧视，毕竟单位默认你不如男性耐操，更何况你以后还要生孩子，还要照顾家庭。,1,CHSD
看你这么卖力气，特意回来给你点了个赞同,0,ToxiCN
我怎么好像看到了黑人抬棺里的兄弟们[惊喜],0,CHSD
人造子宫不是为了贬低女性，是为了女性不受十月怀胎，骨肉分离之苦，谢谢,0,ToxiCN
23直接死亡,0,ToxiCN
好多男的都会同意，你这样子，男人真的好坏，,1,CHSD
坚决抵制中非混血,1,ToxiCN
我是男的，我支持你的看法，我也觉得很脏,1,ToxiCN
你都在上海呆不下去了，还在乎那一个上海户口干啥呀？等着你的子女在上海上学吗？,0,CHSD
感觉这个人很恶俗，还很坏,0,CHSD
国内的女拳忽悠别人终身不婚，忽悠别人单亲养子🤭,1,ToxiCN
生而为蝻，我很抱歉这种牧人代表十成是觉得仙女们要彩礼要车要房不愿生孩子还动不动生孩子警告跟你争冠性权的行为很合理吧？？？？？？？？？劳资改个屁的择偶观,1,ToxiCN
南方沿海主要指福建广东广西海南,0,ToxiCN
有些贵物就是这样的,1,ToxiCN
泄洪区的安徽人民，有苦难言，总是因为个别人，而受到整体上的歧视！！,1,ToxiCN
我以前是觉得，（22岁以前）人人平等。,0,CHSD
PhD也可以做快乐的家庭主妇好嘛！,0,CHSD
自己得不到，也不想让别人得到，这是人性啊。,0,ToxiCN
尝试以团结解决一切矛盾，将自己的性别认知为阿帕奇武装直升机，拜托，性别是阿帕奇武装直升机很酷的,0,ToxiCN
那黑人连续领了四年还很骄傲的样子,0,CHSD
上学的时候宿舍里面一个东北景州的，一个四川绵阳的。两人对骂才叫有意思呢,0,CHSD
自从2011年至今反同恋吧有十二个年头了，很怀念十年前的反同恋吧。只是现在物是人非，用理性反同理论对待XBT们用所谓的文艺感化最终反噬了反同阵营自己，现在就是很好的证明。这让我想起了2010年一代反同阵营的覆灭。而如今历史再次重演，三代反同阵营以斜玉玄枢等人为首重蹈一代反同人的覆辙。在反同恋吧将重演反对同吧的历史。虽然这个结果我在2017年就预见到了，但是我无法改变。因为我当时就说过反同任务会在第四代人手里发扬光大，不在乎是不是反同恋吧。毕竟当年的反对同吧和现在的反同恋吧其实没有任何区别只是个代号而已。而历史只会把斜玉玄枢等人永远钉上反同恋吧的亡国之君的标签。反同周期的编年史出奇的相似：一代死，二代生。三代亡，四代兴。或许未来反同五代会殁，但是六代一定会存，这就是反同阵营不变的规律以上是个吃瓜群众对反同恋吧覆灭的一点看法,1,ToxiCN
犬现狗楼主你是变态吗？,1,ToxiCN
据说黑人皮肤是最光滑的,0,CHSD
中国社会的道德水平远比你想象得要低很多，所以在中国喊绿绿，黑鬼，河南笔，外地bī，白皮猪之类的称呼，异常普遍。毕竟中国不是欧美,1,CHSD
你知道这里欺凌有多严重？特别是对亚裔。而且毒品，枪支，派对，性开放……我觉得你不能用这种逻辑，就是，在中国不好，在美国一定就好了。,1,CHSD
nm艾特老子干什么,1,ToxiCN
歧视的黑人白人都歧视，不是歧视黑人跪舔白人，跪舔白人那是崇洋媚外，现在国民都很反感白人和黑人，跟白人黑人有关的视频底下骂声一片，黑人更严重逮到就骂，,1,CHSD
不好意思，还真的是不喜欢肌肉男,1,CHSD
确实是黄种人古埃及史就是中国的三皇五帝史，中华文明的起源就是古埃及，中国传说中的三皇五帝至夏朝的，这段期间的历史都发生在古埃及。其实证据已经非常充分了，只是官方刻意回避这一个学术问题。,0,CHSD
你黑人的样子真让人恶心,1,CHSD
视频很精彩，而且那给黑人小伙子也确实有天分有毅力啊,0,CHSD
这种推送服务在制造矛盾吧，人们看到的永远是跳动自己神经的,0,ToxiCN
看头像还是个ltp基佬，真不嫌磕碜，恶心。,1,ToxiCN
我很讨厌这种女人 就是因为有部分媚黑女的存在 大街上见到黑人 他敢肆无忌惮的跟你搭讪 在你透露出嫌弃恶心的表情 他还能淫荡的看着你笑 我觉得不被尊重 很想打他 但是我不敢 我觉得他有艾滋 而造成这种情况的 我认为所谓的媚黑女有一定“推动力量”,1,ToxiCN
太恶心了，广西是什么法外之地吗？,1,CHSD
建议很多女性公开自己的情感经历不是不在乎吗？独立女性嘛那就说出来我们还敬你是个实诚人别藏着掖着看不起你,0,ToxiCN
哪都有骗子，骗子最多的城市应该是温州,1,ToxiCN
所以黑人一直在心里被歧视。这都是弱者的做法，像个气球一样没有内涵一碰就炸。等哪天我们在科技教育富裕程度国民素质方面超过了他们，一切就都不是问题了。,1,CHSD
但说实话，大部分女性不具有保护自己的能力，就算要学防身术也可能斗不过犯罪分子啊,1,CHSD
别把女人弄丢了，中国就更没人了,0,ToxiCN
上大学前一直生活在小县城。,0,CHSD
在知乎，你不用提男女。你只用打两个敏感字就是辱骂歧视了。[思考][思考]然后就小黑屋见了！,1,CHSD
可能这样还比拳师好看点吧,1,ToxiCN
？你要不要问问答主那人有没骚扰他，有的话我删评，没有的话你删评,0,ToxiCN
抱歉，你错了，其他我不知道，但就我这几年的观察（当然长三角、西南、珠三角都走过）低温是越来越差😅尤其在北乎，部分低温用户已经缝南必h来😅然后还说是你南的错😂这倒打一耙，啧啧你要问他们那你们老家的大学生毕业了南下是为了什么？一边来还一边骂😆一下把他们问住之后，回应你的只有谩骂和拉黑😂果真典型gw做派哈哈哈哈哈哈😂,1,ToxiCN
写小说的山东汉子，这是故事还是事实？,0,CHSD
看到评论，这理论证实了。哪里都有排外的人，而且真正优秀的人没有时间排外，排外的无论是哪里人都是社会底层。,0,ToxiCN
我是合肥土著，合肥晚报早就私营了，和其他自媒体没太大区别，为了流量也没有底线了。安徽的粮食自给率也挺高的，%169，比不了东北，但是除了东北，就安徽最高了。安徽的土地红线比例高达%75，安徽想发展经济的阻力也很大。,0,ToxiCN
歧视别人就有被骂的可能，这是相互的啊。不过被骂就被骂就是，不影响我歧视同性恋🤣,1,ToxiCN
黄种人瞬间爆发力是最强的,0,CHSD
其实没别的原因，主要是我歧视黑人[吃瓜]。,1,CHSD
现在基本上看到亚裔脸都会下意识觉得是讲中文的。就像我们看到白人会潜意识觉得对方是讲英语的,0,CHSD
咋说呢，你应该去豆瓣微博小红书还有几乎所有的女权聚集地去说说，你会发现，女权认为自己等同于女性,1,ToxiCN
智商70数理化再学也是0分，但人家是世界殖民亚军，天生能扣篮，倍受中国球迷敬仰崇拜,1,ToxiCN
抢劫不下作，防卫下作，三观可以，没话说。确实很多中国人干不出来，主要是就算干了还有你这样的说风凉话，所以现在黑人专抢华人。为什么不去专抢红脖子知道吗？因为人家没废话，掏抢就干。,1,CHSD
少来这套。 自以为是其实幼稚的不得了。 谁是你的朋友你看的清楚吗？ 说几句好话 奉承你的就是朋友？ 还是说千依百顺才叫朋友？ 你觉得是朋友就是国家的朋友了吗？ 真是笑话😅😅,0,ToxiCN
对，也别舔个👃脸说，你既然爱我就别在乎我的过去这种道德绑架,1,ToxiCN
生理恶心也是我自己无法控制的的啊😅,0,ToxiCN
旧中国的文盲率肯定比现在美国黑人更高，总不能说中国人也不爱读书吧，政府不创造一定的社会条件，,0,CHSD
不能同意更多。每一个白皮都是根深蒂固地看不起黄种人的，区别只是如何体现。固然存在由于教育背景和消费层次的不同，有些人隐藏得深一点，但是这种扎根于思维的东西是永远存在的。注意“歧视”二字有一定的误导性。,0,CHSD
秘密被发现咯,0,ToxiCN
那是因为他们自己不争气，还祸害别人。 换个角度想，如果黑人只要有勤劳能干等等特点我们会这么歧视他吗？ 说种族基因的还算了吧，这我也不知道，但是有个事实就是凡是黑人多的国家，犯罪率就一定高。 我觉得这就很说明问题了。,1,CHSD
谁理解谁？,0,ToxiCN
这赞我点了。我就是歧视来中国的黑人留学生，我就是歧视允许艾滋病人来华的官员。 这不是引狼入室间接亡国灭种是啥？不是汉奸卖国贼是啥？ 举报我啊,1,CHSD
包括的，男性的强制性交归于强制猥亵罪，视情节轻重有时不比强奸罪轻，你可以看一下我的职业,0,CHSD
所以当前突出问题也包括女汉奸的问题，这点这个🐶的贴已经说明了,1,ToxiCN
上海那边也黑河南，蜜汁优越。。,1,ToxiCN
這邊建議先對她們家族男性進行清算以證明勇氣,0,ToxiCN
说得好，为了防止西式政治正确绑架科学，需要从我们做起,1,ToxiCN
讨厌黑人，更讨厌这种女人,1,CHSD
哪里都有好人哪里也都有坏人，至于那种地域黑的他们的内心世界比较黑暗，觉得除了自己其余的人都是心里想的那样。河南人只是一个大概率，放到个体上就是单个个人，每个人都是不同的，有些人何必非要揪着大概率事件按到个人身上呢。对于那些没事就会乱喷的人直接无视就好,0,CHSD
抹了，不过是在我不在的时候用的，估计是内心有个傲娇的男孩子吧╮(￣▽￣)╭,0,CHSD
国内女性遇到性侵不发声比例也高，那我问一下强奸您的女性亲属风险低不低？,0,CHSD
你他仓鼠的，我等不学高数的文科专业女孩就不能帅气又可爱了吗|･ω･｀)ψ,0,CHSD
其实背后的悲剧和问题更多，各种贩毒，传染艾滋病，暴乱，在非洲对中国人敲诈勒索……！为什么官方媒体不报道这些，而小道媒体很多这种内容，我从另一个角度分析这问题,1,ToxiCN
真是苦了你了，中国大夫就这工资，现在出国来得及，找个歧视黄种人少点的发达国家，去私立医院，开的工资至少能比现在差十倍，公立也有六倍左右。,1,CHSD
有点反应过激了吧。虽然我觉得众生平等。虽然我赞同我们跟黑人没区别，但恐怕一厢情愿，黑人怕是还瞧不起黄种人呢,1,CHSD
美国就是建立在印第安人的尸体上的国家。,0,CHSD
囧如果不是吃相太难看，谁特么在意这群惹人厌的玩意儿囧,1,ToxiCN
你再说一遍？江浙沪被黑？,0,ToxiCN
我建议你发段你帖子的视频给这个货看看看能不能引起他的躁动,1,ToxiCN
定义：种族歧视（Racism）是指一个人对除本身所属的人种外的人种，采取一种蔑视、讨厌及排斥的态度。,1,CHSD
我想联系韩台男,0,ToxiCN
山东。挖掘机…？？,1,CHSD
也不能说那么绝对，欧洲历史上的重男轻女不比中国轻多少，不过现在不知道还多不多，只是有那个传统,0,CHSD
到美国没两天，大街上，我与同事两人就被黑人威胁拿走30美元。吓得我同事看见黑人就怕。,1,CHSD
又黑额们西安似吧？额们西安人都似神！！！！！今晚乡党们出动，给你个瓜怂家房子都偷走,1,ToxiCN
太可怕了。,0,ToxiCN
问题是我们太难组建家庭 两个男人怎么组建,0,ToxiCN
我也觉得科比脸很帅，不像黑人的五官。,0,CHSD
记得上个月去香港的时候感觉满地都是的印度人,0,CHSD
你既然都知道答案了，还来问题主？嫁给美国男人的中国女人，帮着美国人杀中国人，在中国人眼里，她们是汉奸。嫁给中国男人的美国女人，帮着中国人杀美国人，在美国人眼里，她们是什么奸，美奸😓？,0,ToxiCN
我也很讨厌黑人，如果中国黑人越来越多，几十年后黑人子孙说:我们是炎黄子孙，,1,CHSD
他搞出来的毒品卖给了广东毒贩子，这广东毒贩子又是从缅甸进口毒的。 而欧美毒贩子进口毒品不可能放着低风险的缅甸不去，反而从中国这里买，也就是说这人在撒谎扯淡，他造出来的东西都是卖给国内的。,1,CHSD
还会我父母靠谱点，找的还没这样,0,ToxiCN
新闻报导黑人男人单枪匹马在广州地铁徒手当众暴揍南方男人，一车南方男人没一人帮忙，新闻常报导东北人在海南街头当众暴揍海南男人，满街海南男人看着海南同胞被外地人当众痛打没一人帮忙,0,ToxiCN
这种女的就是以后说儿媳妇的人,1,ToxiCN
只要皮肤光滑细腻，颜色并不重要。当人我不喜欢黑人，但是这只跟人种有关。,0,CHSD
这就是男女的区别，男人崇拜黑人的力量，但不太可能找黑人，男人都知道自己想要什么,0,ToxiCN
请先去看视频弹幕再来交谈，说印度脏乱差，印度人脏用批评这两个字不恰当吧，这和美国的黑人歧视有什么分别？？,1,CHSD
女的都嫌被黑人睡过的女人恶心😅别说男人了，闹心,1,ToxiCN
找到我们的宣传媒体中媚黑的人，清算的时候重点照顾她们囧,0,ToxiCN
我觉得这个问题对题主并不会有什么帮助，你知道她的取向，也不能对了解她有多少进步。,0,CHSD
也可能是四川理工学院,0,CHSD
一般在北京只面交不出外地的基本上就是骗子了,1,CHSD
市里一个新建小区，五楼女生晚上下楼买药，被四楼男的直接撸走，强奸碎尸，放在冰箱里一天扔一袋，警察去他家的时候打开冰箱女生头还在里面。,0,CHSD
他老公也太惨了吧😭,0,ToxiCN
没开化的人和动物有啥区别虽然中国也有少部分,1,ToxiCN
出生就在深圳待了20年的表示真不觉得广东还有哪里比深圳气候好了，去广州上了两年大学每个月都要回家一次，一比简直就是天差地别，大学城算是空气好的了，一个月能见着四五天蓝天就很好了，回南天大家都有但是广州直接就比深圳冷了4、5度,0,CHSD
林书豪要是说自己是中国人，那肯定受到敌视会少一些，毕竟nba是商业联盟，中国市场比较可观。,0,CHSD
确实没接受过台湾省的教育,0,CHSD
嘿嘿嘿 俺河南人都中，都不孬,0,CHSD
政治庇护不可能了。cnn和bbc都点名批评屁几万歧视黑人了,1,CHSD
哈哈哈哈哈怎么一天到晚把彩礼挂嘴上 谁问你要彩礼了,1,ToxiCN
啊这，本子剧情，现实比小说还魔幻,0,ToxiCN
河南人瑟瑟发抖,0,ToxiCN
国家落后的话你个人再怎么条件优越人家都能给你挑点刺出来，广东人只是背锅的罢了。要是那时候移民过去的大多数都是北方人，洋大人不照样给你找点缺点出来。白人狐臭率奇高你知道吗？一直不见有白人因此受到歧视是为什么呢？,1,CHSD
搞清因果关系，主要问题还是在幕刃这边，打破她们的外包装现出原形就好了，比如把舔G的女神头发P光光，衣服换成男装，口红脂粉全擦掉，再看她们如何卖钱,1,ToxiCN
这个回答有点恶心。。虽然ab的确不会画女性角色和爱情，但也不要断章取义黑鸣雏啊,0,CHSD
不能带走孩（串）子（串）😆，这难道不是好事嘛,1,ToxiCN
别找太便宜的就行，听说便宜鸡跟你做完就开始叨叨叨她那些前男友的破事了。跟个怨妇似得，烦死了。现在22年，超过600都比较正常,1,ToxiCN
夫妻吵架，妻子拿砍刀挥向老公小仙女放话:不过是砍一刀，谁家夫妻不吵架？,1,ToxiCN
老高其实说的是徐州话，虽然和山东话很像！,0,CHSD
"我曾经认识过最优秀的黑人是英国的,说自己在自己国家被歧视的也挺严重的[飙泪笑],真的超级帅,以前是历史老师,现在转行做程序员了,185左右,常年健身身材很好,对人非常有礼貌,大家都挺喜欢他的,但是即使这么帅了还是觉得有点膈应",1,CHSD
我说一句四川人爱吃辣就是搞地域对立了？你所谓地域黑都是贬义词好吗？爱喝酒是贬义词了？只有酒桌文化那种才是贬义词好吗？偷换概念搞得很顺啊哈？,0,CHSD
种族歧视就是西方话术。中国人并不是歧视人种而是鄙视垃圾行为。自身素质差又不自觉怪谁。,1,CHSD
“这里是你的吗？是你买的吗？这里是我的！”某默视频里这么说的😆所以没有自己的文化，怎么才能过得更好呢？当然是去吃别人碗里的😆,1,ToxiCN
其实我发现大多数白银段位的adc，能给他们帮助他们还是能carry的，有一局遇到个薇恩，20分钟我风女直接和他二打五了,0,CHSD
怎么承认自己是p图怪了？？？,1,ToxiCN
我说的其实就是马克思主义。在原始社会人们以氏族为群体，和自己没有血缘关系的就是敌人。后来又发明了种族，再后来又发明了国家与民族使五十六个种族可以团结。所以人类社会必然会渐渐变得紧密，终有一天我们都会成为地球人。不过现在没有那个物质基础，我也不支持在当下放弃民族主义。只是觉得不能把民族主义当做神圣不可侵犯的东西,0,ToxiCN
不单纯是黑人体味重。只要老外不刮毛、不上deodorant、不天天洗澡，那个味道真是受不了，恶心死人了。,1,CHSD
说得很棒！ 其实对于不给省内优惠真心泪奔，总念叨着如果和上海北京浙江一样，很多朋友包括自己就能去科大了TAT,0,CHSD
我的天啊，还好我自己明智，2001年高考的时候差点考去了石河子大学，想想也是不至于吧，老夫江苏人跑去新疆去，脑子有点坏掉了。不过工作以后出差面食，水果还有姑娘都很不错。,0,CHSD
河南的哪个学校吗,0,CHSD
其实印度人擦屁股用左手，吃饭用右手～,0,CHSD
这个作者一口一个中国女性，他只是在说女权?,0,ToxiCN
要搞就搞，还要生个黑妞拿中国籍，真恶心活该,1,CHSD
楼主别急，我先溜条🐶,0,ToxiCN
和黑人生的黄黑混血，登登你的大眼睛看看有多丑，黄白混血还能大量平凡混血中还能出几个颜值巅峰，黄黑混血我没见过一个，一代比一代丑，除了基因顽强，能把黄种人白种人基因染黑，这不是基因退化是什么,1,ToxiCN
我是黑龙江的，我看的流口水了,0,CHSD
豫東 皖西北 蘇北 魯西南 史上稱呼 黃泛區,1,ToxiCN
普通人不自信不就完了，真牛人也用不到自信啊,0,ToxiCN
得了 ，就你还理智？也不看看自己是什么样子,1,ToxiCN
🤔这是客观的态度,0,ToxiCN
至于普信男，呵呵那些金针菇除了抱团取暖就没有别的本事。游艇？你让普信男变魔术还是变魔法呀,1,ToxiCN
女生我觉得排斥现象更明显而且比男生恶心的多，男生打架骂街差不多了，女生那心机很恐怖的,1,CHSD
杂交能避免让隐性劣质基因显性，反之。也能让优质基因隐藏。纯种相反。也就是说当你的血统够优秀。尽量要保持血统纯正是最优选择。如果你基因全是毛病。还是杂交吧。😅,1,ToxiCN
这就是废物政府把无能狂怒撒在女人身上,1,CHSD
为啥我感觉黑龙江的口音比吉林重咧,0,CHSD
就算是真的也不构成男的家暴的理由，我就不信男的结婚之前不知道这些事,0,CHSD
傲慢与偏见。 在号称民族大熔炉的美国尚且如此，何况在中国。,1,CHSD
民主党支持的黑命贵也是把华人当软柿子打，黑命贵对华人各种欺负和抢劫放火，历史上排华法案和把日裔关进集中营都是民主党搞出来的，,1,CHSD
黑人本就最歧视黄种人,1,CHSD
这比在竞选新吧宠的路上，大家理解一下，给他一个机会好好表现。毕竟不是人人都可以享受集全吧宠爱于一身。,0,ToxiCN
老男孩一生阴影,0,CHSD
补充一点:你若是想强调，男生话语的侮辱性和贬低性是该批判的关键，那么言外之意就是该观念本身无碍只不过说出口了。那么你对该观念的批判存在不合理性。,1,CHSD
一直不敢回复,0,ToxiCN
